Row_ID,Ship_Mode,Segment,State,Region,Category,Sub-Category,Sales,Discount,Profit
2003,Second_Class,Consumer,Kentucky,South,Office_Supplies,Storage,95.94,0,9.594
2004,Second_Class,Consumer,Kentucky,South,Furniture,Chairs,304.45,0,76.1125
2005,Standard_Class,Home_Office,Texas,Central,Office_Supplies,Binders,11.364,0.8,-17.046
2006,Standard_Class,Corporate,Missouri,Central,Office_Supplies,Art,29.68,0,11.5752
2007,Standard_Class,Corporate,Missouri,Central,Technology,Accessories,47.53,0,16.1602
2008,First_Class,Consumer,Illinois,Central,Furniture,Bookcases,183.372,0.3,-36.6744
2009,Standard_Class,Consumer,Tennessee,South,Office_Supplies,Art,4.224,0.2,0.4752
2010,Standard_Class,Consumer,Tennessee,South,Office_Supplies,Appliances,333.056,0.2,29.1424
2011,Standard_Class,Consumer,Tennessee,South,Office_Supplies,Paper,24.896,0.2,7.78
2012,Same_Day,Consumer,Texas,Central,Technology,Accessories,159.984,0.2,35.9964
2013,Same_Day,Consumer,Texas,Central,Office_Supplies,Storage,46.344,0.2,4.6344
2014,Standard_Class,Consumer,Alabama,South,Furniture,Chairs,350.98,0,84.2352
2015,Standard_Class,Consumer,Alabama,South,Office_Supplies,Paper,13.08,0,6.0168
2016,Standard_Class,Consumer,Alabama,South,Office_Supplies,Storage,900.08,0,117.0104
2017,Standard_Class,Consumer,California,West,Office_Supplies,Binders,17.568,0.2,6.3684
2018,Standard_Class,Consumer,California,West,Office_Supplies,Labels,14.62,0,6.8714
2019,Standard_Class,Consumer,California,West,Office_Supplies,Supplies,33.36,0,8.6736
2020,Standard_Class,Consumer,California,West,Office_Supplies,Paper,40.14,0,19.6686
2021,First_Class,Home_Office,Rhode_Island,East,Office_Supplies,Storage,1606.23,0,481.869
2022,First_Class,Home_Office,Rhode_Island,East,Office_Supplies,Paper,17.04,0,7.668
2023,First_Class,Home_Office,Rhode_Island,East,Office_Supplies,Binders,49.53,0,23.7744
2024,First_Class,Home_Office,Rhode_Island,East,Furniture,Chairs,872.32,0,244.2496
2025,Second_Class,Consumer,California,West,Office_Supplies,Binders,239.12,0.2,77.714
2026,First_Class,Consumer,Washington,West,Furniture,Bookcases,141.96,0,39.7488
2027,Second_Class,Home_Office,California,West,Office_Supplies,Binders,33.024,0.2,11.5584
2028,Second_Class,Home_Office,California,West,Office_Supplies,Binders,67.136,0.2,23.4976
2029,Standard_Class,Corporate,Massachusetts,East,Office_Supplies,Binders,14.73,0,6.9231
2030,Standard_Class,Corporate,Massachusetts,East,Office_Supplies,Storage,104.9,0,25.176
2031,Standard_Class,Corporate,Massachusetts,East,Office_Supplies,Binders,61.04,0,30.52
2032,Standard_Class,Corporate,Massachusetts,East,Office_Supplies,Paper,10.95,0,5.1465
2033,Standard_Class,Corporate,Texas,Central,Office_Supplies,Paper,9.392,0.2,3.2872
2034,Standard_Class,Corporate,Texas,Central,Office_Supplies,Art,9.328,0.2,0.8162
2035,Standard_Class,Consumer,Minnesota,Central,Office_Supplies,Binders,8.26,0,3.8822
2036,Standard_Class,Consumer,Minnesota,Central,Furniture,Chairs,269.97,0,51.2943
2037,Standard_Class,Home_Office,Montana,West,Office_Supplies,Paper,29.04,0,13.9392
2038,Standard_Class,Home_Office,Montana,West,Office_Supplies,Labels,14.62,0,6.8714
2039,Standard_Class,Home_Office,Arizona,West,Office_Supplies,Paper,11.952,0.2,4.3326
2040,Standard_Class,Home_Office,Arizona,West,Office_Supplies,Binders,4.536,0.7,-3.3264
2041,Standard_Class,Home_Office,Arizona,West,Office_Supplies,Binders,9.156,0.7,-6.104
2042,Standard_Class,Home_Office,Arizona,West,Furniture,Furnishings,75.36,0.2,20.724
2043,Standard_Class,Corporate,California,West,Office_Supplies,Binders,57.504,0.2,20.1264
2044,Standard_Class,Corporate,Ohio,East,Office_Supplies,Art,38.864,0.2,7.7728
2045,Standard_Class,Corporate,Texas,Central,Office_Supplies,Paper,15.552,0.2,5.4432
2046,Standard_Class,Corporate,New_Jersey,East,Office_Supplies,Appliances,162.64,0,45.5392
2047,Standard_Class,Corporate,New_Jersey,East,Technology,Phones,597,0,280.59
2048,Standard_Class,Corporate,New_Jersey,East,Office_Supplies,Paper,55.48,0,26.6304
2049,First_Class,Consumer,Pennsylvania,East,Furniture,Furnishings,289.8,0.2,36.225
2050,First_Class,Consumer,Pennsylvania,East,Office_Supplies,Binders,2.502,0.7,-2.0016
2051,First_Class,Consumer,Pennsylvania,East,Office_Supplies,Binders,6.48,0.7,-4.752
2052,First_Class,Consumer,Pennsylvania,East,Furniture,Chairs,341.488,0.3,-73.176
2053,First_Class,Consumer,Pennsylvania,East,Office_Supplies,Art,11.12,0.2,0.834
2054,First_Class,Consumer,Pennsylvania,East,Furniture,Furnishings,25.344,0.2,3.4848
2055,Standard_Class,Consumer,Indiana,Central,Furniture,Furnishings,17.31,0,5.193
2056,First_Class,Consumer,Michigan,Central,Technology,Accessories,199.95,0,63.984
2057,First_Class,Consumer,Michigan,Central,Furniture,Chairs,1586.69,0,412.5394
2058,First_Class,Consumer,Michigan,Central,Technology,Accessories,84.99,0,30.5964
2059,First_Class,Consumer,Michigan,Central,Furniture,Tables,411.8,0,70.006
2060,Standard_Class,Corporate,California,West,Office_Supplies,Fasteners,11.34,0,5.2164
2061,Standard_Class,Corporate,California,West,Office_Supplies,Storage,80.3,0,20.878
2062,Standard_Class,Corporate,California,West,Office_Supplies,Binders,15.968,0.2,5.3892
2063,Standard_Class,Corporate,California,West,Office_Supplies,Paper,64.74,0,30.4278
2064,Standard_Class,Corporate,California,West,Office_Supplies,Binders,19.296,0.2,6.03
2065,Standard_Class,Corporate,California,West,Office_Supplies,Storage,405.64,0,12.1692
2066,Standard_Class,Corporate,California,West,Furniture,Chairs,146.352,0.2,-9.147
2067,Standard_Class,Corporate,California,West,Technology,Accessories,251.91,0,47.8629
2068,Standard_Class,Corporate,California,West,Office_Supplies,Art,12.39,0,3.717
2069,Standard_Class,Consumer,California,West,Technology,Accessories,199.96,0,69.986
2070,Standard_Class,Consumer,California,West,Furniture,Tables,710.832,0.2,-97.7394
2071,Second_Class,Corporate,Pennsylvania,East,Office_Supplies,Binders,1.941,0.7,-1.294
2072,Standard_Class,Consumer,California,West,Furniture,Chairs,283.92,0.2,-46.137
2073,Standard_Class,Corporate,Washington,West,Office_Supplies,Binders,7.312,0.2,2.5592
2074,Second_Class,Home_Office,California,West,Technology,Accessories,59.97,0,13.7931
2075,Second_Class,Home_Office,California,West,Technology,Phones,761.544,0.2,66.6351
2076,Standard_Class,Consumer,California,West,Furniture,Furnishings,58.2,0,28.518
2077,First_Class,Consumer,Maryland,East,Office_Supplies,Paper,39.9,0,19.95
2078,First_Class,Consumer,Maryland,East,Office_Supplies,Appliances,90.86,0,26.3494
2079,First_Class,Consumer,Maryland,East,Office_Supplies,Paper,94.85,0,45.528
2080,Standard_Class,Consumer,Arizona,West,Office_Supplies,Paper,106.232,0.2,37.1812
2081,Standard_Class,Consumer,Arizona,West,Technology,Phones,111.984,0.2,11.1984
2082,Standard_Class,Consumer,Arizona,West,Furniture,Furnishings,7.712,0.2,1.7352
2083,Standard_Class,Consumer,California,West,Office_Supplies,Paper,37.44,0,16.848
2084,Standard_Class,Home_Office,Texas,Central,Office_Supplies,Labels,23.68,0.2,8.88
2085,Standard_Class,Consumer,New_York,East,Office_Supplies,Labels,122.12,0,56.1752
2086,Standard_Class,Consumer,New_York,East,Office_Supplies,Labels,18.45,0,8.6715
2087,Standard_Class,Consumer,New_York,East,Office_Supplies,Storage,324.9,0,38.988
2088,Standard_Class,Consumer,New_York,East,Office_Supplies,Paper,146.73,0,68.9631
2089,Standard_Class,Consumer,New_York,East,Office_Supplies,Fasteners,3.96,0,1.4652
2090,Standard_Class,Corporate,California,West,Office_Supplies,Labels,5.76,0,2.6496
2091,Standard_Class,Consumer,Delaware,East,Office_Supplies,Binders,26.55,0,13.0095
2092,Standard_Class,Consumer,Delaware,East,Furniture,Tables,310.443,0.3,-48.7839
2093,Standard_Class,Home_Office,Minnesota,Central,Furniture,Chairs,479.9,0,81.583
2094,Second_Class,Consumer,New_Mexico,West,Office_Supplies,Supplies,12.88,0,0.3864
2095,Standard_Class,Consumer,North_Carolina,South,Office_Supplies,Art,13.12,0.2,1.476
2096,Standard_Class,Home_Office,Mississippi,South,Office_Supplies,Binders,511.84,0,240.5648
2097,Standard_Class,Home_Office,Mississippi,South,Office_Supplies,Art,91.96,0,25.7488
2098,Standard_Class,Home_Office,Mississippi,South,Office_Supplies,Art,8.34,0,2.1684
2099,Standard_Class,Consumer,Oregon,West,Office_Supplies,Storage,37.68,0.2,2.355
2100,Standard_Class,Consumer,Oregon,West,Technology,Accessories,279.944,0.2,80.4839
2101,Standard_Class,Consumer,Colorado,West,Office_Supplies,Storage,636.408,0.2,-15.9102
2102,Standard_Class,Consumer,Colorado,West,Office_Supplies,Art,83.168,0.2,9.3564
2103,Same_Day,Home_Office,Arizona,West,Furniture,Chairs,259.136,0.2,-25.9136
2104,Second_Class,Corporate,New_York,East,Office_Supplies,Paper,221.92,0,106.5216
2105,Second_Class,Corporate,New_York,East,Technology,Accessories,26,0,11.7
2106,Standard_Class,Consumer,Florida,South,Office_Supplies,Paper,15.552,0.2,5.4432
2107,Same_Day,Corporate,Texas,Central,Office_Supplies,Binders,0.876,0.8,-1.4016
2108,Same_Day,Consumer,California,West,Office_Supplies,Paper,19.98,0,9.3906
2109,Same_Day,Consumer,California,West,Office_Supplies,Binders,398.352,0.2,124.485
2110,Same_Day,Consumer,California,West,Office_Supplies,Art,5.04,0,1.26
2111,Same_Day,Consumer,California,West,Office_Supplies,Fasteners,17.45,0,8.027
2112,Same_Day,Consumer,California,West,Furniture,Chairs,323.136,0.2,20.196
2113,Same_Day,Consumer,California,West,Office_Supplies,Supplies,29.7,0,8.019
2114,Same_Day,Consumer,California,West,Technology,Phones,1295.84,0.2,145.782
2115,Same_Day,Consumer,California,West,Office_Supplies,Storage,46.84,0,12.6468
2116,Same_Day,Consumer,California,West,Furniture,Bookcases,425.833,0.15,20.0392
2117,Second_Class,Consumer,New_York,East,Furniture,Tables,209.67,0.4,-13.978
2118,Standard_Class,Consumer,California,West,Office_Supplies,Paper,159.88,0,73.5448
2119,First_Class,Corporate,Washington,West,Office_Supplies,Paper,5.28,0,2.376
2120,First_Class,Corporate,Washington,West,Office_Supplies,Binders,895.92,0.2,302.373
2121,Standard_Class,Consumer,Florida,South,Office_Supplies,Binders,2.808,0.7,-1.9656
2122,First_Class,Corporate,California,West,Furniture,Chairs,215.976,0.2,-2.6997
2123,Second_Class,Home_Office,Michigan,Central,Furniture,Bookcases,241.96,0,41.1332
2124,Second_Class,Home_Office,Michigan,Central,Office_Supplies,Labels,27.72,0,13.3056
2125,Standard_Class,Home_Office,Pennsylvania,East,Office_Supplies,Envelopes,104.68,0.2,35.3295
2126,Standard_Class,Home_Office,Pennsylvania,East,Technology,Phones,62.958,0.4,9.4437
2127,Standard_Class,Consumer,Pennsylvania,East,Technology,Accessories,86.376,0.2,1.0797
2128,Standard_Class,Home_Office,Pennsylvania,East,Furniture,Furnishings,64.944,0.2,6.4944
2129,Standard_Class,Home_Office,Pennsylvania,East,Office_Supplies,Paper,20.736,0.2,7.2576
2130,Second_Class,Corporate,New_Hampshire,East,Office_Supplies,Appliances,33.28,0,9.3184
2131,Second_Class,Corporate,New_Hampshire,East,Office_Supplies,Art,38.52,0,11.9412
2132,Second_Class,Corporate,New_Hampshire,East,Furniture,Furnishings,139.86,0,60.1398
2133,Standard_Class,Consumer,New_York,East,Office_Supplies,Paper,19.65,0,9.039
2134,Standard_Class,Consumer,Pennsylvania,East,Office_Supplies,Binders,152.991,0.7,-122.3928
2135,Standard_Class,Consumer,Pennsylvania,East,Office_Supplies,Fasteners,10.584,0.2,-2.3814
2136,Standard_Class,Consumer,Pennsylvania,East,Technology,Phones,94.92,0.4,15.82
2137,Standard_Class,Consumer,Texas,Central,Furniture,Furnishings,14.76,0.6,-11.439
2138,Standard_Class,Consumer,Texas,Central,Office_Supplies,Binders,3.656,0.8,-5.8496
2139,Same_Day,Consumer,New_York,East,Office_Supplies,Paper,146.82,0,73.41
2140,Standard_Class,Corporate,New_York,East,Office_Supplies,Binders,149.544,0.2,50.4711
2141,Standard_Class,Corporate,New_York,East,Office_Supplies,Supplies,17.14,0,4.4564
2142,Standard_Class,Corporate,New_York,East,Furniture,Tables,991.764,0.4,-347.1174
2143,Standard_Class,Corporate,Pennsylvania,East,Office_Supplies,Paper,30.48,0.2,9.906
2144,Standard_Class,Corporate,Pennsylvania,East,Technology,Phones,23.988,0.4,-4.7976
2145,Standard_Class,Corporate,Pennsylvania,East,Office_Supplies,Fasteners,16.688,0.2,5.4236
2146,Standard_Class,Corporate,Pennsylvania,East,Furniture,Chairs,422.058,0.3,-18.0882
2147,Standard_Class,Corporate,Pennsylvania,East,Office_Supplies,Binders,38.088,0.7,-27.9312
2148,Standard_Class,Corporate,Pennsylvania,East,Office_Supplies,Storage,254.352,0.2,-50.8704
2149,Standard_Class,Consumer,California,West,Furniture,Furnishings,43.31,0,4.331
2150,Standard_Class,Consumer,New_York,East,Technology,Phones,84.95,0,22.087
2151,Standard_Class,Consumer,Texas,Central,Furniture,Chairs,233.058,0.3,-53.2704
2152,Second_Class,Consumer,Missouri,Central,Technology,Accessories,111.79,0,43.5981
2153,Standard_Class,Consumer,Massachusetts,East,Office_Supplies,Paper,14.94,0,7.0218
2154,Standard_Class,Corporate,New_York,East,Office_Supplies,Binders,14.16,0.2,5.133
2155,Standard_Class,Home_Office,Texas,Central,Furniture,Furnishings,22.608,0.6,-10.1736
2156,Second_Class,Consumer,California,West,Office_Supplies,Fasteners,21.48,0,10.74
2157,First_Class,Consumer,Minnesota,Central,Office_Supplies,Storage,501.81,0,0
2158,First_Class,Consumer,Minnesota,Central,Office_Supplies,Storage,161.94,0,9.7164
2159,Standard_Class,Home_Office,Florida,South,Office_Supplies,Art,17.856,0.2,2.0088
2160,Standard_Class,Consumer,Illinois,Central,Office_Supplies,Binders,8.808,0.8,-14.9736
2161,Same_Day,Consumer,Ohio,East,Furniture,Furnishings,79.384,0.2,29.769
2162,Standard_Class,Home_Office,California,West,Office_Supplies,Art,34.58,0,10.0282
2163,Standard_Class,Home_Office,California,West,Office_Supplies,Paper,314.55,0,150.984
2164,Standard_Class,Consumer,Texas,Central,Technology,Accessories,191.976,0.2,23.997
2165,Standard_Class,Consumer,Texas,Central,Office_Supplies,Paper,8.288,0.2,3.0044
2166,Standard_Class,Consumer,Texas,Central,Furniture,Furnishings,139.92,0.6,-150.414
2167,Standard_Class,Consumer,Texas,Central,Office_Supplies,Art,15.872,0.2,1.1904
2168,Standard_Class,Consumer,Texas,Central,Office_Supplies,Binders,6.286,0.8,-11.0005
2169,Second_Class,Consumer,Ohio,East,Office_Supplies,Art,14.016,0.2,1.752
2170,Second_Class,Consumer,Ohio,East,Technology,Accessories,71.976,0.2,-8.997
2171,Second_Class,Consumer,Ohio,East,Technology,Phones,107.982,0.4,-26.9955
2172,Standard_Class,Corporate,Texas,Central,Furniture,Chairs,305.312,0.3,-8.7232
2173,First_Class,Consumer,California,West,Office_Supplies,Binders,19.752,0.2,6.9132
2174,Standard_Class,Home_Office,Texas,Central,Office_Supplies,Binders,9.264,0.8,-13.896
2175,Second_Class,Corporate,Texas,Central,Office_Supplies,Storage,61.792,0.2,6.1792
2176,Standard_Class,Home_Office,Utah,West,Office_Supplies,Paper,45.68,0,21.0128
2177,Standard_Class,Home_Office,Utah,West,Office_Supplies,Paper,60.12,0,28.8576
2178,Standard_Class,Home_Office,Utah,West,Office_Supplies,Binders,41.72,0.2,13.0375
2179,Standard_Class,Home_Office,Utah,West,Office_Supplies,Paper,71.6,0,32.936
2180,Standard_Class,Consumer,New_York,East,Office_Supplies,Binders,85.232,0.2,30.8966
2181,Standard_Class,Consumer,New_York,East,Office_Supplies,Labels,44.4,0,22.2
2182,Standard_Class,Consumer,New_York,East,Furniture,Chairs,442.764,0.1,59.0352
2183,Standard_Class,Consumer,New_York,East,Technology,Machines,3999.95,0,1159.9855
2184,Standard_Class,Consumer,New_York,East,Technology,Accessories,199.95,0,21.9945
2185,Standard_Class,Consumer,New_York,East,Furniture,Furnishings,63.68,0,28.0192
2186,Second_Class,Corporate,California,West,Office_Supplies,Binders,54.896,0.2,18.5274
2187,Same_Day,Consumer,Alabama,South,Technology,Accessories,29,0,7.25
2188,Standard_Class,Consumer,Indiana,Central,Office_Supplies,Envelopes,70.08,0,35.04
2189,Standard_Class,Consumer,Indiana,Central,Furniture,Furnishings,121.3,0,25.473
2190,Standard_Class,Consumer,Indiana,Central,Technology,Phones,1454.49,0,378.1674
2191,Standard_Class,Consumer,California,West,Office_Supplies,Appliances,60.81,0,17.0268
2192,Standard_Class,Consumer,Washington,West,Office_Supplies,Binders,153.552,0.2,51.8238
2193,Standard_Class,Consumer,Washington,West,Office_Supplies,Appliances,65.34,0,22.869
2194,Standard_Class,Consumer,Washington,West,Office_Supplies,Paper,123.92,0,55.764
2195,Standard_Class,Consumer,Washington,West,Office_Supplies,Appliances,35.1,0,12.285
2196,Standard_Class,Consumer,Washington,West,Technology,Accessories,44.75,0,8.5025
2197,Standard_Class,Consumer,Tennessee,South,Office_Supplies,Art,4.704,0.2,0.4116
2198,Standard_Class,Consumer,Alabama,South,Office_Supplies,Art,14.67,0,3.9609
2199,Standard_Class,Consumer,Pennsylvania,East,Office_Supplies,Paper,15.552,0.2,5.4432
2200,Standard_Class,Consumer,Pennsylvania,East,Office_Supplies,Paper,5.232,0.2,1.7004
2201,Standard_Class,Consumer,Arkansas,South,Furniture,Furnishings,22.2,0,9.102
2202,Standard_Class,Consumer,Arkansas,South,Technology,Phones,881.93,0,229.3018
2203,Standard_Class,Home_Office,Washington,West,Office_Supplies,Binders,6.096,0.2,2.1336
2204,Standard_Class,Home_Office,Washington,West,Furniture,Furnishings,191.82,0,74.8098
2205,Standard_Class,Consumer,Pennsylvania,East,Furniture,Furnishings,20.104,0.2,1.7591
2206,Second_Class,Home_Office,Tennessee,South,Office_Supplies,Art,67.56,0.2,8.445
2207,Standard_Class,Home_Office,Illinois,Central,Office_Supplies,Binders,29.932,0.8,-46.3946
2208,Standard_Class,Home_Office,Illinois,Central,Technology,Phones,38.272,0.2,3.8272
2209,Standard_Class,Home_Office,New_York,East,Office_Supplies,Art,16.52,0,7.5992
2210,Second_Class,Consumer,Connecticut,East,Technology,Phones,832.93,0,233.2204
2211,Second_Class,Consumer,Connecticut,East,Office_Supplies,Binders,43.8,0,21.024
2212,First_Class,Corporate,Michigan,Central,Office_Supplies,Appliances,167.292,0.1,29.7408
2213,Standard_Class,Consumer,New_York,East,Furniture,Furnishings,27.42,0,11.2422
2214,First_Class,Consumer,California,West,Office_Supplies,Binders,1.44,0.2,0.504
2215,First_Class,Consumer,California,West,Office_Supplies,Binders,61.776,0.2,20.8494
2216,First_Class,Consumer,California,West,Office_Supplies,Appliances,241.96,0,60.49
2217,First_Class,Consumer,California,West,Furniture,Chairs,108.608,0.2,9.5032
2218,Standard_Class,Corporate,Florida,South,Office_Supplies,Art,2.816,0.2,0.9856
2219,Standard_Class,Corporate,California,West,Office_Supplies,Binders,9.984,0.2,3.6192
2220,Standard_Class,Corporate,California,West,Office_Supplies,Storage,14.98,0,4.1944
2221,Standard_Class,Corporate,California,West,Technology,Phones,1145.6,0.2,100.24
2222,Same_Day,Consumer,Ohio,East,Technology,Phones,485.94,0.4,-89.089
2223,Same_Day,Consumer,Ohio,East,Office_Supplies,Art,37.376,0.2,4.672
2224,Same_Day,Consumer,Ohio,East,Furniture,Chairs,70.686,0.3,-24.2352
2225,Standard_Class,Corporate,Pennsylvania,East,Office_Supplies,Paper,54.816,0.2,17.8152
2226,Second_Class,Consumer,Colorado,West,Furniture,Bookcases,72.294,0.7,-98.8018
2227,Standard_Class,Corporate,Texas,Central,Office_Supplies,Fasteners,2.896,0.2,0.4706
2228,Standard_Class,Corporate,Texas,Central,Technology,Phones,124.792,0.2,15.599
2229,Standard_Class,Consumer,New_York,East,Furniture,Tables,330.588,0.4,-115.7058
2230,Standard_Class,Consumer,California,West,Office_Supplies,Binders,673.568,0.2,252.588
2231,Standard_Class,Consumer,California,West,Office_Supplies,Appliances,52.98,0,14.8344
2232,Standard_Class,Consumer,Indiana,Central,Furniture,Furnishings,526.45,0,31.587
2233,Standard_Class,Consumer,Illinois,Central,Office_Supplies,Storage,228.92,0.2,14.3075
2234,Second_Class,Consumer,Oregon,West,Technology,Phones,319.968,0.2,35.9964
2235,Standard_Class,Corporate,Vermont,East,Technology,Accessories,205.03,0,67.6599
2236,Second_Class,Consumer,Indiana,Central,Office_Supplies,Storage,190.86,0,11.4516
2237,Second_Class,Consumer,Indiana,Central,Office_Supplies,Art,24.32,0,8.2688
2238,Standard_Class,Home_Office,Utah,West,Office_Supplies,Supplies,44.4,0,12.432
2239,Standard_Class,Home_Office,Illinois,Central,Furniture,Furnishings,44.4,0.6,-52.17
2240,Second_Class,Consumer,California,West,Office_Supplies,Binders,1016.792,0.2,381.297
2241,Second_Class,Consumer,California,West,Office_Supplies,Binders,38.136,0.2,13.3476
2242,Standard_Class,Consumer,Pennsylvania,East,Technology,Phones,494.982,0.4,-115.4958
2243,Standard_Class,Home_Office,California,West,Office_Supplies,Storage,56.56,0,15.2712
2244,Standard_Class,Home_Office,California,West,Office_Supplies,Art,5.56,0,1.4456
2245,Standard_Class,Home_Office,California,West,Office_Supplies,Fasteners,9.02,0,3.5178
2246,Standard_Class,Home_Office,California,West,Office_Supplies,Appliances,8.62,0,2.2412
2247,Standard_Class,Home_Office,California,West,Technology,Phones,659.976,0.2,49.4982
2248,Second_Class,Consumer,California,West,Office_Supplies,Paper,13.36,0,6.4128
2249,Second_Class,Consumer,California,West,Office_Supplies,Binders,41.72,0.2,13.0375
2250,Second_Class,Consumer,California,West,Office_Supplies,Binders,11.52,0.2,4.176
2251,Second_Class,Consumer,California,West,Office_Supplies,Appliances,541.44,0,157.0176
2252,Second_Class,Consumer,California,West,Office_Supplies,Paper,19.44,0,9.3312
2253,Second_Class,Home_Office,California,West,Office_Supplies,Paper,143.7,0,68.976
2254,First_Class,Corporate,California,West,Office_Supplies,Appliances,43.26,0,14.2758
2255,First_Class,Corporate,California,West,Office_Supplies,Appliances,43.56,0,15.246
2256,Standard_Class,Corporate,Maine,East,Technology,Phones,437.85,0,131.355
2257,Standard_Class,Corporate,Maine,East,Furniture,Furnishings,109.48,0,33.9388
2258,First_Class,Consumer,California,West,Furniture,Chairs,1212.96,0.2,90.972
2259,First_Class,Consumer,California,West,Office_Supplies,Paper,18.54,0,8.7138
2260,Second_Class,Home_Office,California,West,Office_Supplies,Fasteners,5,0,2.4
2261,Second_Class,Home_Office,California,West,Technology,Accessories,371.97,0,66.9546
2262,Same_Day,Consumer,New_York,East,Technology,Accessories,166.24,0,24.936
2263,First_Class,Consumer,Virginia,South,Furniture,Bookcases,359.97,0,79.1934
2264,Second_Class,Consumer,Georgia,South,Technology,Accessories,499.98,0,114.9954
2265,Second_Class,Consumer,Georgia,South,Office_Supplies,Paper,5.28,0,2.376
2266,Second_Class,Consumer,Georgia,South,Office_Supplies,Binders,8.26,0,3.8822
2267,Same_Day,Home_Office,North_Carolina,South,Office_Supplies,Paper,7.968,0.2,2.6892
2268,Same_Day,Consumer,Washington,West,Office_Supplies,Paper,12.96,0,6.3504
2269,Standard_Class,Corporate,New_York,East,Office_Supplies,Paper,6.48,0,3.1104
2270,Standard_Class,Corporate,New_York,East,Office_Supplies,Binders,6.984,0.2,2.3571
2271,Standard_Class,Corporate,Florida,South,Office_Supplies,Art,47.96,0.2,4.1965
2272,Standard_Class,Consumer,Washington,West,Office_Supplies,Storage,199.74,0,47.9376
2273,Standard_Class,Consumer,California,West,Furniture,Furnishings,435.26,0,95.7572
2274,Standard_Class,Consumer,California,West,Technology,Copiers,1119.984,0.2,377.9946
2275,Second_Class,Corporate,California,West,Furniture,Tables,143.432,0.2,3.5858
2276,Second_Class,Corporate,California,West,Furniture,Chairs,122.352,0.2,13.7646
2277,Standard_Class,Consumer,Mississippi,South,Office_Supplies,Storage,306.2,0,0
2278,Standard_Class,Consumer,Mississippi,South,Furniture,Tables,85.98,0,22.3548
2279,Standard_Class,Consumer,Mississippi,South,Technology,Accessories,223.96,0,53.7504
2280,First_Class,Consumer,Washington,West,Furniture,Chairs,97.568,0.2,-6.098
2281,First_Class,Consumer,Washington,West,Furniture,Chairs,614.272,0.2,-23.0352
2282,First_Class,Consumer,Washington,West,Furniture,Bookcases,199.98,0,37.9962
2283,First_Class,Corporate,Connecticut,East,Office_Supplies,Paper,48.16,0,22.1536
2284,Standard_Class,Consumer,Indiana,Central,Technology,Phones,23.92,0,6.6976
2285,Standard_Class,Consumer,Indiana,Central,Office_Supplies,Appliances,60.69,0,16.3863
2286,First_Class,Corporate,Tennessee,South,Office_Supplies,Paper,14.352,0.2,5.2026
2287,Standard_Class,Consumer,Virginia,South,Office_Supplies,Appliances,35.04,0,12.264
2288,Second_Class,Corporate,Ohio,East,Office_Supplies,Appliances,17.48,0.2,1.311
2289,First_Class,Consumer,California,West,Office_Supplies,Art,16.4,0,4.756
2290,First_Class,Corporate,Washington,West,Furniture,Tables,892.98,0,80.3682
2291,Standard_Class,Corporate,Georgia,South,Technology,Phones,287.97,0,77.7519
2292,Standard_Class,Corporate,Georgia,South,Furniture,Furnishings,595.38,0,297.69
2293,Standard_Class,Corporate,Georgia,South,Office_Supplies,Paper,12.96,0,6.2208
2294,Standard_Class,Corporate,New_York,East,Technology,Phones,4.95,0,1.3365
2295,Standard_Class,Corporate,Connecticut,East,Furniture,Furnishings,181.95,0,38.2095
2296,Standard_Class,Consumer,New_York,East,Office_Supplies,Paper,13.52,0,6.2192
2297,Standard_Class,Consumer,New_York,East,Furniture,Furnishings,259.7,0,106.477
2298,Standard_Class,Consumer,New_York,East,Technology,Phones,42.95,0,1.2885
2299,Standard_Class,Consumer,New_York,East,Technology,Accessories,1399.93,0,601.9699
2300,Standard_Class,Consumer,New_York,East,Technology,Phones,503.96,0,125.99
2301,Standard_Class,Consumer,Michigan,Central,Office_Supplies,Binders,12.72,0,6.36
2302,Standard_Class,Consumer,Michigan,Central,Office_Supplies,Binders,11.52,0,5.6448
2303,Standard_Class,Corporate,Georgia,South,Technology,Accessories,316,0,31.6
2304,Second_Class,Home_Office,Georgia,South,Furniture,Chairs,723.92,0,188.2192
2305,Second_Class,Home_Office,Georgia,South,Office_Supplies,Paper,106.32,0,49.9704
2306,First_Class,Corporate,Illinois,Central,Furniture,Bookcases,141.372,0.3,-14.1372
2307,First_Class,Corporate,Texas,Central,Office_Supplies,Paper,27.216,0.2,9.8658
2308,Standard_Class,Consumer,New_York,East,Technology,Accessories,390.75,0,171.93
2309,First_Class,Home_Office,Arizona,West,Furniture,Chairs,280.792,0.2,35.099
2310,First_Class,Home_Office,Arizona,West,Office_Supplies,Storage,68.448,0.2,7.7004
2311,First_Class,Home_Office,Arizona,West,Office_Supplies,Art,88.04,0.2,6.603
2312,First_Class,Home_Office,Arizona,West,Office_Supplies,Art,15.872,0.2,1.984
2313,First_Class,Home_Office,Arizona,West,Office_Supplies,Storage,215.592,0.2,-48.5082
2314,Standard_Class,Corporate,South_Dakota,Central,Office_Supplies,Labels,14.62,0,6.8714
2315,Standard_Class,Corporate,South_Dakota,Central,Office_Supplies,Appliances,416.32,0,112.4064
2316,Standard_Class,Corporate,South_Dakota,Central,Office_Supplies,Binders,43,0,20.21
2317,Standard_Class,Corporate,South_Dakota,Central,Furniture,Chairs,182.94,0,27.441
